title,originallink,link,description,pubDate
"日 야구대표팀, 도쿄올림픽 1차 엔트리 180명 논의",http://mksports.co.kr/view/2020/1301883/,https://sports.news.naver.com/news.nhn?oid=410&aid=0000750780,아직 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19)으로 내년 시즌 메이저리그 개막이 어떻게 될지 모르니 여러 가지를 생각해야 할 것이다”라고 조심스러운 반응을 내놨다. 다만 닛칸스포츠는 최근 메이저리그 포스팅을... ,"Sat, 19 Dec 2020 17:20:00 +0900"
19일 오후 경남도 14명 <b>코로나</b> 추가 확진...이날 하루 누적 확진자는 44명,http://www.busan.com/view/busan/view.php?code=2020121917193234699,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=082&aid=0001052822,신종우 경남도 보건복지국장이 <b>코로나</b>19 발생 현황에 대해 설명하고 있다. 경남도 제공 19일 오후 경남에서 <b>코로나</b>19 확진자가 14명 추가로 발생했다. 이로써 이날 하루 <b>코로나</b> 누적 확진자는 44명에 달한다.... ,"Sat, 19 Dec 2020 17:20:00 +0900"
강원 동해 중앙초 25명 집단 확진…방역 ‘비상’,http://news.kbs.co.kr/news/view.do?ncd=5075380&amp;ref=A,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=056&aid=0010955747,강원도에서도 <b>코로나</b>19가 급속하게 확산되고 있습니다. 얼마 전엔 스키장을 매개로 한 연쇄 감염이... 오늘 오후 4시를 기준으로 강원도에서는 모두 7개 시군에서 48명이 <b>코로나</b>19 양성 확진 판정을 받았습니다.... ,"Sat, 19 Dec 2020 17:20:00 +0900"
부안 우금산성 백제주류성 사적 지정해야,http://www.domin.co.kr/news/articleView.html?idxno=1321834,http://www.domin.co.kr/news/articleView.html?idxno=1321834,대회의실에서 <b>코로나</b>19 방역수칙을 철저히 준수하면서 비대면으로 개최됐다. 부안군은 전라북도 내 백제 문화 및 백제 부흥 전쟁 역사의 중심지인 백제 주류성과 부안 우금산성의 관계를 중점적으로 다룬 결과 부안... ,"Sat, 19 Dec 2020 17:19:00 +0900"
고창군 성송면 이웃돕기 성금 '열풍',http://www.domin.co.kr/news/articleView.html?idxno=1321807,http://www.domin.co.kr/news/articleView.html?idxno=1321807,김진현 성송면장은 &quot;<b>코로나</b>19로 모두가 어렵지만 이웃과 나누는 온정의 손길이 모일 때 사회는 더 밝아질 것&quot;이라며 &quot;소외된 이웃들이 따뜻한 연말을 보내게 된 것에 다시 한번 감사드린다&quot;고 전했다. 고창=,"Sat, 19 Dec 2020 17:19:00 +0900"
[천지포토] <b>코로나</b> 진단키트 수거하는 의료진,http://www.newscj.com/news/articleView.html?idxno=810699,http://www.newscj.com/news/articleView.html?idxno=810699,신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 신규 확진자가 나흘째 1000명대를 넘어선 가운데 19일 오후 서울 성북구청 앞 임시 선별진료소에서 의료진들이 <b>코로나</b>19 진단키트를 수거하고 있다. 성북구는 전날 구청 직원이... ,"Sat, 19 Dec 2020 17:19:00 +0900"
"마사회 말박물관, 미취학 아동 그림 올리면 ‘말랑말랑 스케치북’ 증정",http://www.busan.com/view/busan/view.php?code=2020121917180698408,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=082&aid=0001052821,마사회 제공 한국마사회 말박물관은 <b>코로나</b>19로 집안에서의 활동에 지친 미취학 어린이를 위해 겨울방학 온라인 이벤트 ‘말랑말랑 스케치북’을 진행한다고 19일 밝혔다. 만 3~6세 어린이는 누구나 참가할 수 있으며... ,"Sat, 19 Dec 2020 17:19:00 +0900"
윤화섭 시장 &quot;역학적 연관성 없어도 누구나 익명 검사해 달라&quot;,http://www.ajunews.com/view/20201219170737129,http://www.ajunews.com/view/20201219170737129,<b>코로나</b>19 임시 선별검사소 4곳 운영 역학적 연관 없어도 익명 무료 검사 시행 상록·단원구 각 2곳씩 설치... [사진=안산시 제공] 윤화섭 경기 안산시장이 19일 &quot;<b>코로나</b>19 확진자가 급증하고 있는 상황에서 시민들의... ,"Sat, 19 Dec 2020 17:19:00 +0900"
평창 스키장發 18명 집단감염…스키복 갈아입을때 전파 가능(종합),http://www.newsis.com/view/?id=NISX20201219_0001276402&cID=10201&pID=10200,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010251299,배민욱 하종민 기자 = 강원도 평창 소재 스키장에서 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 확진자가 18명 발생했다. 19일 중앙방역대책본부(방대본)에 따르면 이날 0시 기준 강원도 평창군 소재 스키장과 관련해 총 18명이... ,"Sat, 19 Dec 2020 17:19:00 +0900"
당진시청 공무원 <b>코로나</b> 확진…의회동 폐쇄,http://www.goodmorningcc.com/news/articleView.html?idxno=243526,http://www.goodmorningcc.com/news/articleView.html?idxno=243526,충남 당진시청 소속 공무원 1명이 <b>코로나</b>19 확진 판정을 받았다. 시는 의회동을 폐쇄하는 등 비상사태에... 당국은 건강검진 후 <b>코로나</b>19 증세를 보인 점으로 미뤄 이 과정에서 A씨가 감염된 것으로 추정하고 있다.... ,"Sat, 19 Dec 2020 17:19:00 +0900"
[천지포토] '<b>코로나</b>19 진단키트' 수거하는 의료진,http://www.newscj.com/news/articleView.html?idxno=810700,http://www.newscj.com/news/articleView.html?idxno=810700,신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 신규 확진자가 나흘째 1000명대를 넘어선 가운데 19일 오후 서울 성북구청 앞 임시 선별진료소에서 의료진들이 <b>코로나</b>19 진단키트를 수거하고 있다. 성북구는 전날 구청 직원이... ,"Sat, 19 Dec 2020 17:19:00 +0900"
"[LPGA] 고진영, 시즌 최종전 CME그룹 투어 챔피언십 2R 단독 1위 '점프'",http://www.sportsw.kr/news/newsview.php?ncode=1065600652972959,http://www.sportsw.kr/news/newsview.php?ncode=1065600652972959,"<b>코로나</b>19 사태 여파로 국내에서 간간이 한국여자프로골프(KLPGA)투어에 참가하다 11월이 돼서야 LPGA 투어에 복귀, 이번 대회가 시즌 4번째 대회지만 고진영은 이번 대회에서 우승할 경우 우승 상금 110만 달러를... ","Sat, 19 Dec 2020 17:19:00 +0900"
청도서 <b>코로나</b>19 신규확진자 2명 발생…방역당국 '비상',http://www.kyongbuk.co.kr/news/articleView.html?idxno=2062689,http://www.kyongbuk.co.kr/news/articleView.html?idxno=2062689,청도군 보건소 선별진료소가 '윈도 스루' 검체 방식으로 <b>코로나</b>19 검사를 하고 있다. 청도군 제공 19일 경북 청도에서 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 신규확진자 2명이 발생해 방역당국에 비상이 걸렸다.... ,"Sat, 19 Dec 2020 17:19:00 +0900"
경남 창원·김해·밀양 등 17명 추가 확진,http://www.newspim.com/news/view/20201219000132,http://www.newspim.com/news/view/20201219000132,경남도 보건당국은 19일 오후 1시30분 이후 <b>코로나</b>19 신규 확진자 17명이 발생해 누계 확진자는 1043명이라고 밝혔다. 신종우 경남도 복지보건국장(왼쪽)이 19일 오후 1시30분 <b>코로나</b>19 관련 브리핑을... ,"Sat, 19 Dec 2020 17:18:00 +0900"
[전문] 제주도 19일 <b>코로나</b>19 12명 추가 발생 공개,http://www.asiaa.co.kr/news/articleView.html?idxno=13371,http://www.asiaa.co.kr/news/articleView.html?idxno=13371,<b>코로나</b>19 자료사진 (사진= 뉴스1 제공) 제주도가 19일 <b>코로나</b>19 12명 추가 발생을 알렸다. 이하 제주도에서 공개한 확진자 발생 전문이다. ■ 제주특별자치도는 19일 자정부터 오후 5시까지 12명의 <b>코로나</b>19... ,"Sat, 19 Dec 2020 17:18:00 +0900"
"현대엘리베이터, 한국백혈병어린이재단에 헌혈증서·후원금 전달...'소아암 환...",http://www.econonews.co.kr/news/articleView.html?idxno=149861,http://www.econonews.co.kr/news/articleView.html?idxno=149861,"송승봉 대표이사는 &quot;<b>코로나</b> 19로 어려운 상황 속에서도 마음을 모아준 임직원들께 감사 드리며, 우리가 만드는 엘리베이터가 공간과 공간, 사람과 사람을 잇는 것처럼 어린이들에게 따뜻한 마음이 전달되기를... ","Sat, 19 Dec 2020 17:18:00 +0900"
"<b>코로나</b>로 시작한 2020년, <b>코로나</b>로 끝나는 정국",http://www.ntoday.co.kr/news/articleView.html?idxno=76265,http://www.ntoday.co.kr/news/articleView.html?idxno=76265,"올해는 <b>코로나</b>19가 모든 이슈를 잡아먹은 한해다. <b>코로나</b>19가 블랙홀이라고 해도 과언이 아닐 정도다. 올해 정치권의 가장 큰 이벤트는 4.15 총선이었고, 4.15 총선 이전과 이후로 정치권이 나뉜다고 해도 과언이 아니다.... ","Sat, 19 Dec 2020 17:17:00 +0900"
방역당국 &quot;강도 높게 검사해 확진자 286명 더 찾아냈다&quot;,http://www.mediapen.com/news/view/585171,http://www.mediapen.com/news/view/585171,/사진=질병관리청 최근 <b>코로나</b>19 신규 확진자가 연일 1000명대에 달하는 상황에 방역당국이 &quot;현 추세가 당분간 이어질 것&quot;이라고 전망했다. 임숙영 중앙방역대책본부 상황총괄단장은 19일 정례 브리핑에서 <b>코로나</b>19 발생... ,"Sat, 19 Dec 2020 17:17:00 +0900"
[인포그래픽] 전 세계 <b>코로나</b> 감염국 1~10위(12월 19일 오후),https://www.econovill.com/news/articleView.html?idxno=511088,https://www.econovill.com/news/articleView.html?idxno=511088,성병찬 / 저작권자 ⓒ 이코노믹리뷰(https://www.econovill.com) 무단전재 및 재배포금지,"Sat, 19 Dec 2020 17:17:00 +0900"
[시흥소식] 정왕4동 사회보장협의체 후원자 발굴 달력 배포 등,http://www.newsis.com/view/?id=NISX20201219_0001276388&cID=10803&pID=14000,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010251298,"◇장곡동 통장협의회, 정왕보건지소 직원 격려 경기 시흥시는 관내 장곡동 통장협의회가 지난 17일 정왕보건소를 방문해 컵밥 30박스를 전달하고, 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 장기화로 고된 일에 시달리고... ","Sat, 19 Dec 2020 17:16:00 +0900"
"정총리, 병상 내준 민간병원 찾아 &quot;큰 결단 감사&quot;",http://www.yonhapnewstv.co.kr/MYH20201219007700038/?did=1825m,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=422&aid=0000462429,정세균 국무총리가 민간병원 중 처음으로 <b>코로나</b>19 거점 전담병원을 자청한 경기도 평택 박애병원을 찾아 감사를 표했습니다. 정 총리는 &quot;<b>코로나</b>19 환자 치료를 위해 병원의 모든 병상을 내놓겠다는 결단을 해줘 진심으로... ,"Sat, 19 Dec 2020 17:16:00 +0900"
