title,originallink,link,description,pubDate
제주 <b>코로나</b>19 확진자 5명 늘어…누적 219명,http://news.kbs.co.kr/news/view.do?ncd=5075382&amp;ref=A,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=056&aid=0010955744,제주지역 <b>코로나</b>19 확진자가 또다시 5명이 늘어 누적 확진자는 219명이 됐습니다. 제주도는 오늘(19일) 오전 11시 기준 7명에 이어 오후 5시 기준 5명의 <b>코로나</b>19 확진자가 발생해 오늘 하루에만 12명의 확진자가... ,"Sat, 19 Dec 2020 17:16:00 +0900"
충북 요양시설·병원 ‘집단감염’…누적 766명,http://news.kbs.co.kr/news/view.do?ncd=5075379&amp;ref=A,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=056&aid=0010955746,추가로 확진돼 충북의 누적 확진자는 모두 766명으로 늘었습니다. 지금까지 충북 청주에서 KBS 뉴스 송국회입니다. 촬영기자:김성은 ▶ ‘ <b>코로나</b>19 현황과 대응’ 최신 기사 보기http://news.kbs.co.kr/news/list.do?icd=19588 송국회,"Sat, 19 Dec 2020 17:16:00 +0900"
[전문] 마포구청 518~533번째 확진자 15명 발생 공개,http://www.asiaa.co.kr/news/articleView.html?idxno=13369,http://www.asiaa.co.kr/news/articleView.html?idxno=13369,<b>코로나</b>19 관련사진 (사진= 뉴스1 제공) 마포구청이 <b>코로나</b>19 518~533번째 확진자 15명 발생을 알렸다. 이하 마포구청이 공개한 확진자 발생 전문이다. □ 마포구 519번 확진자 현황 ○확진일시 : 12. 19.(토)... ,"Sat, 19 Dec 2020 17:15:00 +0900"
임시선별검사소 첫 주말…서울·경기 확진자 계속 증가,http://news.kbs.co.kr/news/view.do?ncd=5075378&amp;ref=A,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=056&aid=0010955743,경기도 내 <b>코로나</b> 19 치료 병상 가동률은 어제 기준으로 86%가 넘어 전날보다 높아졌습니다. 중증 전담... 촬영기자:허수곤/영상편집:박경상 ▶ ‘ <b>코로나</b>19 현황과 대응’ 최신 기사 보기http://news.kbs.co.kr/news/list.do?icd... ,"Sat, 19 Dec 2020 17:15:00 +0900"
제주 <b>코로나</b>19 확진자 총219명 '한라사우나 관련 41명',http://www.jejusori.net/news/articleView.html?idxno=323837,http://www.jejusori.net/news/articleView.html?idxno=323837,제주지역 신종 <b>코로나</b> 바이러스 감염증 바이러스(<b>코로나</b>19) 확산세가 주말에도 멈추지 않고 있다. 제주도에 따르면 18일 26명이 <b>코로나</b>19 확진 판정을 받은데 이어 주말인 19일 오후 5시 현재 12명이 추가로... ,"Sat, 19 Dec 2020 17:15:00 +0900"
현대바이오 연일 폭등 이러다 큰일?... &quot;제2의 씨젠 신풍제약 될라&quot; 기대감 솔...,http://www.pinpointnews.co.kr/view.php?ud=202012191708555159861beb2d9d_45,http://www.pinpointnews.co.kr/view.php?ud=202012191708555159861beb2d9d_45,주가 상승은 신종 <b>코로나</b>바이러스감염증(<b>코로나</b>19) 경구치료제의 임상 2상 진입을 위한 임상위탁계약 체결이 호재로 작용하고 있다는 분석이다. 현대바이오는 전일 29% 올라 3만 4150원에 거래를 마쳤다. 투자자들은... ,"Sat, 19 Dec 2020 17:15:00 +0900"
부천 요양병원서 '병상 전원' 기다리던 확진자 2명 사망,https://www.sedaily.com/NewsView/1ZBQTR9VXA,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=011&aid=0003844458,신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 집단 감염이 발생한 경기 부천 한 요양병원에서 병상 배정을 기다리던 확진자 2명이 숨졌다. 19일 부천시에 따르면 전날 부천시 상동 효플러스요양병원에서 코호트 격리... ,"Sat, 19 Dec 2020 17:15:00 +0900"
제주 사회적 거리두기 2단계 첫 날 '발길 뚝',http://www.newsjeju.net/news/articleView.html?idxno=355503,http://www.newsjeju.net/news/articleView.html?idxno=355503,"더 이상 제주도가 <b>코로나</b>19로부터 안전하지 않다는 반증이기도 한데, 제주는 12월들어 <b>코로나</b>19 신규 확진자가 이미 100명을 넘어선데다 교회 및 성당, 사우나발 집단감염이 산발적으로 발생하면서 <b>코로나</b>19 사태 이후... ","Sat, 19 Dec 2020 17:15:00 +0900"
제주 모 사우나 확진자 또 나와...총 41명 확진,http://www.newsjeju.net/news/articleView.html?idxno=355505,http://www.newsjeju.net/news/articleView.html?idxno=355505,"제주시 이도일동 소재 한라사우나 관련 <b>코로나</b>19 확진자가 주말 사이 또 추가되면서 한라사우나발... 한라사우나에 이어 삼다사우나, 런던사우나에도 <b>코로나</b>19 확진자가 다녀간 것으로 파악됐다. 지역... ","Sat, 19 Dec 2020 17:15:00 +0900"
[천지포토] '<b>코로나</b> 확산' 성북구 선별진료소에서 검사 받는 시민,http://www.newscj.com/news/articleView.html?idxno=810698,http://www.newscj.com/news/articleView.html?idxno=810698,신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 신규 확진자가 나흘째 1000명대를 넘어선 가운데 19일 오후 서울 성북구청 앞 임시 선별진료소에서 시민들이 <b>코로나</b>19 검사를 받고 있다. 성북구는 전날 구청 직원이 확진판정을... ,"Sat, 19 Dec 2020 17:15:00 +0900"
[전문] 계양구청 249~251번째 확진자 발생 공개,http://www.asiaa.co.kr/news/articleView.html?idxno=13370,http://www.asiaa.co.kr/news/articleView.html?idxno=13370,<b>코로나</b>19 자료사진 (사진= 뉴스1 제공) 계양구청이 <b>코로나</b>19 249~251번째 확진자 발생을 알렸다. 이하 계양구청이 공개한 확진자 발생 전문이다. 계양구 확진환자 #249​ : 2020.12.19.(토) 확진 - 역학조사중 계양구... ,"Sat, 19 Dec 2020 17:15:00 +0900"
[천지포토] '<b>코로나</b> 확산' 선별진료소에서 검사 받는 시민들,http://www.newscj.com/news/articleView.html?idxno=810697,http://www.newscj.com/news/articleView.html?idxno=810697,신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 신규 확진자가 나흘째 1000명대를 넘어선 가운데 19일 오후 서울 성북구청 앞 임시 선별진료소에서 시민들이 <b>코로나</b>19 검사를 받고 있다. 성북구는 전날 구청 직원이 확진판정을... ,"Sat, 19 Dec 2020 17:15:00 +0900"
전북 곳곳서 집단감염발 확진자 지속 발생…오늘만 24명(종합),https://www.news1.kr/articles/?4155504,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005059663,"전북지역 곳곳에서 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 집단감염이 발생, 하루 확진자가 20명을 넘어섰다. 19일 전북도 보건당국에 따르면 이날 오후 4시 현재 도내 확진자는 순창 12명, 김제 5명, 완주·전주 각... ","Sat, 19 Dec 2020 17:14:00 +0900"
정부 “이번 주말이 중대 분기점…방역 힘 모아달라”,http://news.kbs.co.kr/news/view.do?ncd=5075377&amp;ref=A,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=056&aid=0010955742,[리포트] <b>코로나</b>19 확산세가 이어지면서 정부가 거리두기 단계 상향을 고심하고 있습니다. 성탄절 연휴... 또 최근 스키장 집단감염에 대해서도 겨울철 레저 시설이 <b>코로나</b>19 확산의 기폭제가 될 수 있다고... ,"Sat, 19 Dec 2020 17:14:00 +0900"
"밀양시, <b>코로나</b>19 확진자(밀양44번) 1명 추가 발생…19일 총 2명 발생",http://www.shinailbo.co.kr/news/articleView.html?idxno=1356580,http://www.shinailbo.co.kr/news/articleView.html?idxno=1356580,"경남 밀양시는 19일 <b>코로나</b> 바이러스 감염증(<b>코로나</b>19) 확진자가 오전(밀양43번)에 이어 오후에 1명(밀양44번)이 추가로 발생, 총 2명이 발생했다고 밝혔다. 밀양44번 확진자는 밀양22번 확진자의 접촉자로, 지난 11일... ","Sat, 19 Dec 2020 17:14:00 +0900"
"<b>코로나</b> 신규 확진자 1,053명…사망자·중환자 늘어",http://news.kbs.co.kr/news/view.do?ncd=5075376&amp;ref=A,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=056&aid=0010955741,"오늘 국내 <b>코로나</b> 19 신규 확진자는 1,053명으로 나흘째 천 명대를 기록했습니다. 요양시설이나 교회에서... 그래픽:최찬미 ▶ ‘ <b>코로나</b>19 현황과 대응’ 최신 기사 보기http://news.kbs.co.kr/news/list.do?icd=19588 이정훈","Sat, 19 Dec 2020 17:14:00 +0900"
경기 부천서 확진자 접촉 등 10명 감염…&quot;4명은 감염경로 불명&quot;,http://www.newsis.com/view/?id=NISX20201219_0001276400&cID=10802&pID=14000,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010251297,"경기 부천시는 상동에 거주하는 A씨 등 10명이 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19)확진 판정을 받았다고 19일 밝혔다. A씨 등 6명은 부천, 안양, 서울 확진자의 접촉자 또는 가족으로 파악됐다. 나머지 4명은 전날... ","Sat, 19 Dec 2020 17:14:00 +0900"
경기 부천서 10명 추가 확진…4명 감염경로 확인 중,http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00009&news_seq_no=4376381,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=057&aid=0001530692,경기 부천시는 50대 A씨 등 10명이 <b>코로나</b>19 확진 판정을 받았다고 오늘(19일) 밝혔습니다. 이들 중 6명은... 동선을 파악하기 위해 역학조사를 하고 있습니다. 이날 현재 부천 지역의 <b>코로나</b>19 누적 확진자는 918명입니다.,"Sat, 19 Dec 2020 17:13:00 +0900"
사우나·성당발 등 오늘 12명…제주 누적 확진자 219명,http://www.newsis.com/view/?id=NISX20201219_0001276399&cID=10813&pID=10800,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010251295,"제주 지역 신종 <b>코로나</b> 바이러스 감염증(<b>코로나</b>19) 누적 확진자가 219명으로 늘어났다. 제주특별자치도는 19일 &quot;오늘 0시부터 오후 5시까지 12명의 <b>코로나</b>19 확진자가 발생함에 따라, 제주지역 <b>코로나</b>19 확진자 수가... ","Sat, 19 Dec 2020 17:13:00 +0900"
제주 <b>코로나</b>19 확진자 219명으로 늘어…한라사우나 41명·김녕성당 27명,http://www.jejuilbo.net/news/articleView.html?idxno=155653,http://www.jejuilbo.net/news/articleView.html?idxno=155653,제주특별자치도는 19일 오후 5시까지 도내 <b>코로나</b>19 확진자가 219명으로 집계됐다고 밝혔다. 이전 발표(19일 오전 11시)와 비교할 때 5명 늘어난 것이다. 19일 확진된 <b>코로나</b>19 확진자는 모두 12명이다. 제주도에... ,"Sat, 19 Dec 2020 17:13:00 +0900"
"[속보] 안산시청, <b>코로나</b>19 확진자 8명 발생",http://www.anewsa.com/detail.php?number=2308476&thread=09,http://www.anewsa.com/detail.php?number=2308476&thread=09,안산시청 로고./아시아뉴스통신 DB			[아시아뉴스통신=이상진 기자] 안산시청이 19일 &quot;<b>코로나</b>19 확진자 8명이 발생했다.&quot;라고 밝혔다.다음은 안산시청 홈페이지 글이다.■ 확진자 정보- 지역사회 확진자 - #410(안산#520)... ,"Sat, 19 Dec 2020 17:13:00 +0900"
경북 안동서 <b>코로나</b>19 확진자 3명 추가… 9일째 총 32명 발생,https://news.imaeil.com/Society/2020121917120616261,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=088&aid=0000677351,"경북 안동에서 19일 <b>코로나</b>19 확진자 3명이 발생했다. 안동지역에서는 9일 연속 총 32명이 <b>코로나</b>19 양성 판정을 받는 등 지역감염이 확산 중이다. 신규 확진자 안동 91번은 안동 74번 확진자와, 안동 92번 확진자는 청송... ","Sat, 19 Dec 2020 17:12:00 +0900"
&quot;당분간 1000명대 확진 이어질 듯… 1명이 1.2명 감염&quot;,http://www.newscj.com/news/articleView.html?idxno=810685,http://www.newscj.com/news/articleView.html?idxno=810685,"최근 감염재생산지수 1.2 상회 &quot;안전한 곳 없어, 모임 자제해야&quot; 국내 신종 <b>코로나</b> 바이러스 감염증(<b>코로나</b>19) '3차 대유행'이 지속되고 연일 1000명대 신규 확진자가 나오는 가운데 방역당국이 당분간 현 수준의 확진 규모가... ","Sat, 19 Dec 2020 17:12:00 +0900"
[천지포토] '<b>코로나</b> 확산' 검사 받는 시민,http://www.newscj.com/news/articleView.html?idxno=810695,http://www.newscj.com/news/articleView.html?idxno=810695,신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 신규 확진자가 나흘째 1000명대를 넘어선 가운데 19일 오후 서울 성북구청 앞 임시 선별진료소에서 시민들이 <b>코로나</b>19 검사를 받고 있다. 성북구는 전날 구청 직원이 확진판정을... ,"Sat, 19 Dec 2020 17:12:00 +0900"
"‘트로트의 민족’ 장명서, 소리를 찾다",http://sports.khan.co.kr/news/sk_index.html?art_id=202012191712003&sec_id=540201&pt=nv,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=106&oid=144&aid=0000707014,특히 장명서는 산뜻한 매력의 노란색 원피스를 입고 <b>코로나</b> 블루도 날려버릴 기분 좋은 무대를 꾸미며 힐링을 선사했다. 장명서의 무대를 접한 심사위원들과 패널들은 “어나더 레벨” “자기 소리를 찾았다.... ,"Sat, 19 Dec 2020 17:12:00 +0900"
"[단독]박윤배 별세, 子 &quot;폐섬유증으로 6월부터 입원..'농촌총각' 응삼이로 기...",http://sports.chosun.com/news/ntype.htm?id=202012200100148800009103&servicedate=20201219,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=106&oid=076&aid=0003673065,"영화의 매력에 빠져 배우의 꿈을 키웠다&quot;고 배우가 된 계기를 밝히기도 했다. 자녀로는 1남 1녀가 있다. 빈소는 신촌 연대 세브란스병원 장례식장 9호실이며, 발인은 20일 오전 7시다. <b>코로나</b>19로 조문은 받지 않는다. ,","Sat, 19 Dec 2020 17:11:00 +0900"
[전문] 수원시청 617~620번째 확진자 발생 공개,http://www.asiaa.co.kr/news/articleView.html?idxno=13368,http://www.asiaa.co.kr/news/articleView.html?idxno=13368,<b>코로나</b>19 관련사진 (사진= 뉴스1 제공) 수원시청이 <b>코로나</b>19 617~620번째 확진자 발생을 알렸다. 이하 수원시청이 공개한 확진자 발생 전문이다. 1. 수원 확진자-617 (12.19. 확진) - 거주지 : 팔달구 행궁동 - 추정... ,"Sat, 19 Dec 2020 17:11:00 +0900"
충북 하루 <b>코로나</b>19 확진 103명 최대 기록,https://www.ytn.co.kr/_ln/0115_202012191711094964,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=052&aid=0001528151,<b>코로나</b>19 3차 유행이 심화하는 가운데 충북에서는 오늘 발표된 신규 확진자가 최대를 기록했습니다.... 김동우 기자의 보도입니다 [기자] 충북 지역의 <b>코로나</b>19 하루 확진자가 100명을 넘었습니다. 대구·경북을... ,"Sat, 19 Dec 2020 17:11:00 +0900"
[전문] 안산시청 520~527번째 확진자 발생 공개,http://www.asiaa.co.kr/news/articleView.html?idxno=13367,http://www.asiaa.co.kr/news/articleView.html?idxno=13367,<b>코로나</b>19 자료사진 (사진=뉴스1 제공) 안산시청이 <b>코로나</b>19 520~527번째 확진자 발생을 알렸다. 이하 안산시청이 공개한 확진자 발생 전문이다. ■ 확진자 정보 - 지역사회 확진자 - #410(안산#520) - 감염경로 : 안산#376... ,"Sat, 19 Dec 2020 17:11:00 +0900"
광주 중흥기원-당진장례식장-경산 진량제일교회 은혜로교회-광양원예농협로컬...,http://www.kdfnews.com/news/articleView.html?idxno=63758,http://www.kdfnews.com/news/articleView.html?idxno=63758,오후에도 <b>코로나</b> 발생을 전했다. 이하 각 지자체가 발송한 알림 내용이다. #광주광역시 -12.15(화)14:30... 방문 <b>코로나</b>19 검사 바랍니다. -맨투맨 미용실(당진3동) 이용자(12.16./12.17./12.18.)는 보건소 선별진료소... ,"Sat, 19 Dec 2020 17:11:00 +0900"
"KTB투자증권, 제네시스 G80 이벤트 당첨자에 경품 전달",http://www.shinailbo.co.kr/news/articleView.html?idxno=1356536,http://www.shinailbo.co.kr/news/articleView.html?idxno=1356536,"이번 경품 수여식은 <b>코로나</b>19 확산 방지를 위해 비대면 화상 방식으로 진행됐다. 이번 이벤트에 당첨된 우 씨(전북 거주, 46세)는 &quot;KTB에서 6년간 꾸준히 거래를 해온 인연이 오늘의 행운을 만들어준 것 같아 기쁘다... ","Sat, 19 Dec 2020 17:11:00 +0900"
"평택시, <b>코로나</b>19 246~253번 확진자 발생",http://theleader.mt.co.kr/articleView.html?no=2020121917057869214,http://theleader.mt.co.kr/articleView.html?no=2020121917057869214,"머니투데이 더리더 송민수 평택시(시장 정장선)가 19일 <b>코로나</b>19 246~253번 확진자가 발생했다고 밝혔다. 시 관계자는 “격리병상 요청 및 확진자에 대한 역학조사가 진행 중이며, 추가로 확인되는 사항에 대해서는 시... ","Sat, 19 Dec 2020 17:10:00 +0900"
"SBS 연예대상, '런닝맨'→'미우새'까지···2020년 빛낸 예능들",http://isplus.live.joins.com/news/article/article.asp?total_id=23949968,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=106&oid=241&aid=0003078674,"'정글의 법칙'은 '<b>코로나</b>19'로 인해 잠시 프로그램이 중단됐으나, '국내 편' 시즌으로 전환하는 과감함으로... ■ '선한 영향력' 골목식당-맛남의 광장 예상치 못한 '<b>코로나</b>19' 대유행은 우리 모두를 힘들게 했고, 식당을... ","Sat, 19 Dec 2020 17:10:00 +0900"
부천 요양병원서 ‘병상 전원’ 기다리던 확진자 2명 사망,http://www.newsway.co.kr/news/view?tp=1&ud=2020121917063116114,http://www.newsway.co.kr/news/view?tp=1&ud=2020121917063116114,신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 집단 감염이 발생한 경기 부천 한 요양병원에서 병상 배정을 기다리던 확진자 2명이 숨지며 누적 사망자가 6명으로 늘었다. 19일 부천시에 따르면 전날 부천시 상동... ,"Sat, 19 Dec 2020 17:10:00 +0900"
"이달의 소녀, <b>코로나</b> 19 검사 관련 공식 입장 전문",https://www.hankyung.com/entertainment/article/202012196646I,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=106&oid=015&aid=0004470062,이달의 소녀가 <b>코로나</b> 19 관련한 공식 입장을 발표했다. 지난 15일 현장에 있는 스태프가 <b>코로나</b>19 확진을 받으면서 동행한 모든 스태프들과 함께 이달의 소녀 가 자발적 검사를 진행했다. 결과적으로 전원 음성 판정을... ,"Sat, 19 Dec 2020 17:10:00 +0900"
마을창고가 극장으로... 갈고 닦은 실력 한번 보세요,http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002703767&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=047&aid=0002296056,<b>코로나</b>19로 인해 당초 마을주민들 앞에서 진행하려던 공연은 페이스북 등의 SNS 생중계 및 무관중 공연으로... <b>코로나</b>19와 농번기 등이 겹쳐 교육이 중단되는 어려움도 있었습니다. 하지만 공연을 하고 나서 참여 주민들이... ,"Sat, 19 Dec 2020 17:10:00 +0900"
"몬스타엑스, '복면가왕' <b>코로나</b>19 확진자 발생에 선제 검사 &quot;전원 음성&quot; (전문...",http://www.xportsnews.com/?ac=article_view&entry_id=1367445,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=106&oid=311&aid=0001242594,그룹 몬스타엑스 멤버 전원 <b>코로나</b>19 검사에서 음성 판정 받으면서 팬들을 안도하게 만들었다. 19일 몬스타엑스 멤버들의 <b>코로나</b>19 검사 결과 멤버 전원 음성 판정 받은 소식이 전해졌다. 공식 팬카페를 통해 이 같은... ,"Sat, 19 Dec 2020 17:10:00 +0900"
"정부, 중환자 병상 확보 첫 ‘행정명령’…수도권 13개 남아",http://news.kbs.co.kr/news/view.do?ncd=5075375&amp;ref=A,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=056&aid=0010955740,"상급종합병원은 의료기관 허가 병상 수의 최소 1%, 국립대병원은 1% 이상을 각각 확보해 <b>코로나</b>19 중환자 치료 전담 병상으로 내놓을 것을 명령했습니다. <b>코로나</b>19 유행 이후 국내에서 민간 상급종합병원에까지 병상... ","Sat, 19 Dec 2020 17:09:00 +0900"
"청송군, <b>코로나</b>19 확진자 4명 발생",https://www.yeongnam.com/web/view.php?key=20201219010002704,https://www.yeongnam.com/web/view.php?key=20201219010002704,경북 청송군에 <b>코로나</b>19 확진자가 4명이 추가됐다.청송군은 지난 18일 대구 확진자와 접촉한 주민 4명이 <b>코로나</b> 검사에서 확진 판정을 받았다고 밝혔다.이들은 지난 12~15일 사이 청송이 고향인 대구 확진자와 같은 마을... ,"Sat, 19 Dec 2020 17:09:00 +0900"
"정부, 중환자병상 확보 첫 행정명령...상급종합병원 40여곳",http://www.anewsa.com/detail.php?number=2308475&thread=09,http://www.anewsa.com/detail.php?number=2308475&thread=09,전날 ‘<b>코로나</b>19 중증환자 전담치료병상 확보 명령’이라는 제목의 공문(사진)을 각 지자체 등에 발송했다./아시아뉴스통신DB (사진은 건양대병원) 			[아시아뉴스통신=윤의일 기자] <b>코로나</b>19 급속 확산으로 중환자... ,"Sat, 19 Dec 2020 17:09:00 +0900"
부천서 확진자 동거가족 등 10명 <b>코로나</b>19 양성 판정,http://yna.kr/AKR20201219049900065?did=1195m,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0012091022,경기 부천시는 50대 A씨 등 10명이 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 확진 판정을 받았다고 19일 밝혔다. 이들 중 6명은 기존 확진자의 접촉자이며 나머지 4명은 감염경로를 조사 중이다. 신중동에 사는 A씨는 지난... ,"Sat, 19 Dec 2020 17:09:00 +0900"
[천지포토] '<b>코로나</b> 확산' 진료하는 의료진,http://www.newscj.com/news/articleView.html?idxno=810693,http://www.newscj.com/news/articleView.html?idxno=810693,신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 신규 확진자가 나흘째 1000명대를 넘어선 가운데 19일 오후 서울 성북구청 앞 임시 선별진료소에서 의료진들이 <b>코로나</b>19 검사를 하고 있다. 성북구는 전날 구청 직원이... ,"Sat, 19 Dec 2020 17:08:00 +0900"
[천지포토] '<b>코로나</b> 확산' 검사 안내하는 의료진,http://www.newscj.com/news/articleView.html?idxno=810692,http://www.newscj.com/news/articleView.html?idxno=810692,신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 신규 확진자가 나흘째 1000명대를 넘어선 가운데 19일 오후 서울 성북구청 앞 임시 선별진료소에서 의료진들이 <b>코로나</b>19 검사를 받으러 온 시민들을 안내하고 있다. 성북구는 전날... ,"Sat, 19 Dec 2020 17:08:00 +0900"
영주서 <b>코로나</b>19 신규확진자 5명 발생…방영당국 '비상',http://www.kyongbuk.co.kr/news/articleView.html?idxno=2062688,http://www.kyongbuk.co.kr/news/articleView.html?idxno=2062688,영주시보건소 19일 경북 영주에서 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 신규확진자 5명이 발생했다. 영주시는 이들이 지역 23·24·25·26·27번째 확진자가 됐다고 밝혔다. 모두 영주 22번 확진자와 접촉한 것으로... ,"Sat, 19 Dec 2020 17:08:00 +0900"
"소울엑스, 〈글로벌 특화 프로젝트 스타트업x스타트업〉 1위로 우승해",http://www.socialvalue.kr/news/articleView.html?idxno=602492,http://www.socialvalue.kr/news/articleView.html?idxno=602492,실감형 콘텐츠 스타트업 소울엑스는 신종<b>코로나</b>바이러스 감염증(<b>코로나</b>19)로 인한 경기 침체에도 새로운 표현과 소통 수단으로서 각광받으며 전 세계적으로 폭발적인 성장을 하고 있는 영상 콘텐츠 크리에이터와... ,"Sat, 19 Dec 2020 17:08:00 +0900"
정세균 “병상 확보 심각…민간병원 참여 절실”,https://cnbc.sbs.co.kr/article_hub/10001006367?division=NAVER,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=374&aid=0000228218,정세균 총리는 오늘(19일) &quot;전체 병상의 10%에도 미치지 못하는 공공병원만으로는 <b>코로나</b>19를 극복하는 데 한계가 있다&quot;며 이같이 말했습니다. 정세균 총리는 오늘 오전 경기 평택시 박애병원을 찾아 &quot;박애병원이 <b>코로나</b>19... ,"Sat, 19 Dec 2020 17:08:00 +0900"
[전문] 용인시청 795~803번째 확진자 9명 추가 발생 공개,http://www.asiaa.co.kr/news/articleView.html?idxno=13365,http://www.asiaa.co.kr/news/articleView.html?idxno=13365,<b>코로나</b>19 자료사진 (사진=뉴스1 제공) 용인시청이 <b>코로나</b>19 용인시 795~803번째 확진자 9명 추가 발생을 알렸다. 이하 용인시청이 공개한 확진자 발생 전문이다. [용인-795] ○ 주소 : 기흥구 신갈동 ○ 특이사항... ,"Sat, 19 Dec 2020 17:08:00 +0900"
